"panel","strain","chr","from","to"
"BXD","BxD88N5LL13824","3",50960940,52857203
"BXD","BxD88N5LL13824","3",54563154,54577537
"BXD","BxD88N5LL13824","4",9051849,9075275
"BXD","BxD88N5LL13824","4",19274150,19438726
"BXD","BxD88N5LL13824","4",19548001,19656119
"BXD","BxD88N5LL13824","4",20432717,20458111
"BXD","BxD88N5LL13824","4",83458390,83562977
"BXD","BxD88N5LL13824","4",128314515,128402635
"BXD","BxD88N5LL13824","5",142138863,142545727
"BXD","BxD88N5LL13824","6",38804827,40029336
"BXD","BxD88N5LL13824","6",53701683,53871800
"BXD","BxD88N5LL13824","6",91416860,91743988
"BXD","BxD88N5LL13824","6",115574502,115751395
"BXD","BxD88N5LL13824","7",31205554,31247461
"BXD","BxD88N5LL13824","7",114418518,114437487
"BXD","BxD88N5LL13824","7",114793068,118823605
"BXD","BxD88N5LL13824","7",120649152,120660577
"BXD","BxD88N5LL13824","7",127394843,136179207
"BXD","BxD88N5LL13824","7",141188626,141331879
"BXD","BxD88N5LL13824","7",141367748,142031772
"BXD","BxD88N5LL13824","9",59986655,62112347
"BXD","BxD88N5LL13824","9",65394050,65395474
"BXD","BxD88N5LL13824","9",80675515,80694501
"BXD","BxD88N5LL13824","X",134541559,134557316
"BXD","BxD88N5LL13824","X",137616462,147904666
"BXD","BxD88N5LL13824","X",150079520,150137380
"BXD","BxD88N5LL13824","X",162772257,162786246
"BXD","BXD89","1",22837644,23152978
"BXD","BXD89","1",25588284,25669735
"BXD","BXD89","1",94241068,94252429
"BXD","BXD89","1",94993207,95016375
"BXD","BXD89","1",165233884,165268130
"BXD","BXD89","1",170082270,172465413
"BXD","BXD89","1",187014962,187257868
"BXD","BXD89","10",110514815,110586686
"BXD","BXD89","10",115302846,115319737
"BXD","BXD89","10",120019633,120047036
"BXD","BXD89","11",34220035,34407243
"BXD","BXD89","11",50357822,50401129
"BXD","BXD89","11",87142515,87562668
"BXD","BXD89","11",96348731,96373311
"BXD","BXD89","11",103578809,103591173
"BXD","BXD89","12",10401108,10494601
"BXD","BXD89","12",99208163,100767827
"BXD","BXD89","12",106881604,108735048
"BXD","BXD89","13",45649417,45996845
"BXD","BXD89","13",81005133,81059967
"BXD","BXD89","13",83917882,84118149
"BXD","BXD89","13",111135611,111213586
"BXD","BXD89","14",46584311,46599519
"BXD","BXD89","14",101839949,103950789
"BXD","BXD89","14",108641676,109059067
"BXD","BXD89","15",97425172,97465970
"BXD","BXD89","15",100462523,102123837
"BXD","BXD89","15",102744175,102783095
"BXD","BXD89","16",23789764,26422254
"BXD","BXD89","16",51648911,54901203
"BXD","BXD89","16",60978162,61403132
"BXD","BXD89","16",66898485,67067125
"BXD","BXD89","17",4576752,4655521
"BXD","BXD89","17",40017130,40624780
"BXD","BXD89","17",48635095,48739176
"BXD","BXD89","17",69360349,70520416
"BXD","BXD89","18",15408258,16451999
"BXD","BXD89","18",38410252,38771667
"BXD","BXD89","18",43017683,43025956
"BXD","BXD89","18",43207822,43290986
"BXD","BXD89","18",82547161,84686236
"BXD","BXD89","19",20115939,20133818
"BXD","BXD89","19",21588703,21623756
"BXD","BXD89","19",23952985,23976045
"BXD","BXD89","19",30902736,32123866
"BXD","BXD89","19",37173025,37536837
"BXD","BXD89","19",48973583,49557685
"BXD","BXD89","2",35053517,35957195
"BXD","BXD89","2",118687990,118700213
"BXD","BXD89","2",158931866,159277409
"BXD","BXD89","3",50960940,52857203
"BXD","BXD89","3",54694418,54746318
"BXD","BXD89","3",69874282,69957386
"BXD","BXD89","3",117207225,118219207
"BXD","BXD89","4",33835025,34056894
"BXD","BXD89","4",40972608,41138848
"BXD","BXD89","4",62639292,62681011
"BXD","BXD89","4",71677326,71708145
"BXD","BXD89","5",90763488,90833887
"BXD","BXD89","5",92137011,92192632
"BXD","BXD89","5",120704838,123544726
"BXD","BXD89","5",143878532,144333119
"BXD","BXD89","6",38804827,40029336
"BXD","BXD89","6",53701683,53871800
"BXD","BXD89","6",125515889,125873144
"BXD","BXD89","6",140119514,143881207
"BXD","BXD89","7",17663578,17720997
"BXD","BXD89","7",53553151,53612318
"BXD","BXD89","7",111077750,111375342
"BXD","BXD89","7",114418518,114437487
"BXD","BXD89","7",141188626,141331879
"BXD","BXD89","8",64948505,65029599
"BXD","BXD89","8",77490698,77589663
"BXD","BXD89","8",78976599,79496483
"BXD","BXD89","9",25029974,29748080
"BXD","BXD89","9",32361948,32385673
"BXD","BXD89","9",37150065,37316907
"BXD","BXD89","9",98442070,98560186
"BXD","BXD89","9",102560064,102560273
"BXD","BXD89","9",109868371,110511120
"BXD","BXD89","X",49131640,49224204
"BXD","BXD89","X",90945247,98197449
"BXD","BXD89","X",105728043,110823383
"BXD","BXD89","X",137616462,147904666
"BXD","BXD9","1",141934732,147048800
"BXD","BXD9","11",24535910,24539184
"BXD","BXD9","11",76848179,81992100
"BXD","BXD9","12",71661624,71819628
"BXD","BXD9","12",72767859,76050540
"BXD","BXD9","12",77502484,78191590
"BXD","BXD9","12",103889186,103917510
"BXD","BXD9","13",42834309,44580488
"BXD","BXD9","14",118247912,118934754
"BXD","BXD9","15",93134855,93211440
"BXD","BXD9","15",94033056,94038430
"BXD","BXD9","16",87738594,88033027
"BXD","BXD9","16",91073026,91096489
"BXD","BXD9","16",95751363,96575317
"BXD","BXD9","17",27137904,27149887
"BXD","BXD9","17",44381058,45362191
"BXD","BXD9","18",82400198,82459541
"BXD","BXD9","2",68682798,69141259
"BXD","BXD9","2",76329795,79182583
"BXD","BXD9","2",100755039,100758060
"BXD","BXD9","2",123555546,125160607
"BXD","BXD9","2",136271567,139517377
"BXD","BXD9","2",149462675,149561209
"BXD","BXD9","2",162619983,162717022
"BXD","BXD9","2",169701301,169722846
"BXD","BXD9","2",173688162,178310390
"BXD","BXD9","2",178741402,178823403
"BXD","BXD9","3",40222858,40267699
"BXD","BXD9","3",68392679,68821097
"BXD","BXD9","3",141387309,141396486
"BXD","BXD9","3",155760254,156059260
"BXD","BXD9","4",6301849,6817090
"BXD","BXD9","4",66119435,69716146
"BXD","BXD9","4",133497348,133520089
"BXD","BXD9","4",153696943,153700857
"BXD","BXD9","4",154247505,154288518
"BXD","BXD9","4",154608333,154826902
"BXD","BXD9","5",18648052,20532161
"BXD","BXD9","5",60756716,60791561
"BXD","BXD9","5",83477393,84057908
"BXD","BXD9","5",133538655,136355064
"BXD","BXD9","6",37726443,37804984
"BXD","BXD9","6",80236331,85468323
"BXD","BXD9","6",103174792,103759328
"BXD","BXD9","6",115449253,115479349
"BXD","BXD9","7",75614117,75684164
"BXD","BXD9","7",141367748,142031772
"BXD","BXD9","7",144881900,144966453
"BXD","BXD9","8",18442016,18457811
"BXD","BXD9","8",25406374,25489898
"BXD","BXD9","8",30712874,30723813
"BXD","BXD9","8",41042892,41045739
"BXD","BXD9","8",95653531,96898188
"BXD","BXD9","8",98198482,98286282
"BXD","BXD9","9",79884428,79925635
"BXD","BXD9","X",11344498,12248680
"BXD","BXD9","X",105728043,110823383
"BXD","BXD9","X",132791936,132824800
"BXD","BXD9","X",150143068,158023554
"BXD","BxD90","1",32216083,32400678
"BXD","BxD90","1",59196628,59435975
"BXD","BxD90","1",105493904,105941616
"BXD","BxD90","1",107303733,107673600
"BXD","BxD90","1",165233884,165268130
"BXD","BxD90","1",170082270,172465413
"BXD","BxD90","1",187014962,187257868
"BXD","BxD90","10",20569042,27299375
"BXD","BxD90","10",59899201,66730213
"BXD","BxD90","10",67747984,67803368
"BXD","BxD90","10",115302846,115319737
"BXD","BxD90","10",120019633,120047036
"BXD","BxD90","11",9129440,9193619
"BXD","BxD90","11",76848179,81992100
"BXD","BxD90","11",90649015,94499649
"BXD","BxD90","11",111022478,114517095
"BXD","BxD90","12",15655274,15685256
"BXD","BxD90","12",36732632,37416420
"BXD","BxD90","12",59985753,60142024
"BXD","BxD90","12",106518366,106728042
"BXD","BxD90","13",19752116,19905221
"BXD","BxD90","13",45649417,45996845
"BXD","BxD90","13",51786792,52833952
"BXD","BxD90","13",53547634,54715397
"BXD","BxD90","13",71644563,73032631
"BXD","BxD90","13",83917882,84118149
"BXD","BxD90","13",107873387,108024336
"BXD","BxD90","13",118718868,120073696
"BXD","BxD90","14",34039927,34560174
"BXD","BxD90","14",91333112,94101064
"BXD","BxD90","14",116164477,116967458
"BXD","BxD90","14",120021468,120051186
"BXD","BxD90","14",120681018,120720747
"BXD","BxD90","15",26846364,28203275
"BXD","BxD90","15",29793504,31323251
"BXD","BxD90","15",51695131,51744005
"BXD","BxD90","15",68413486,68653029
"BXD","BxD90","15",74078673,77742987
"BXD","BxD90","16",36582066,36611866
"BXD","BxD90","16",86271661,86398530
"BXD","BxD90","17",69360349,70520416
"BXD","BxD90","18",6947946,11021231
"BXD","BxD90","18",56192881,56246810
"BXD","BxD90","18",78389639,81684595
"BXD","BxD90","19",32789886,32817108
"BXD","BxD90","19",36843129,36869165
"BXD","BxD90","2",8021040,11707491
"BXD","BxD90","2",70614312,73133185
"BXD","BxD90","2",76329795,79182583
"BXD","BxD90","2",180594141,180733186
"BXD","BxD90","3",18600131,18609117
"BXD","BxD90","3",35600784,36447577
"BXD","BxD90","3",38414910,38426720
"BXD","BxD90","3",50960940,52857203
"BXD","BxD90","3",54694418,54746318
"BXD","BxD90","3",69874282,69957386
"BXD","BxD90","3",117207225,118219207
"BXD","BxD90","3",119342295,119392186
"BXD","BxD90","3",119443222,120602747
"BXD","BxD90","4",62639292,62681011
"BXD","BxD90","4",66119435,69716146
"BXD","BxD90","4",104257943,104921312
"BXD","BxD90","4",114279495,114462931
"BXD","BxD90","4",126389526,126411494
"BXD","BxD90","4",128680368,129202095
"BXD","BxD90","4",142880135,142929875
"BXD","BxD90","4",152788270,153308077
"BXD","BxD90","5",110776684,110814959
"BXD","BxD90","5",142138863,142545727
"BXD","BxD90","6",8408660,8447400
"BXD","BxD90","6",33026837,34438083
"BXD","BxD90","6",48759036,48872488
"BXD","BxD90","6",91416860,91743988
"BXD","BxD90","6",119487052,119488139
"BXD","BxD90","6",140119514,143881207
"BXD","BxD90","6",148546940,148554807
"BXD","BxD90","7",25192420,26362930
"BXD","BxD90","7",31205554,31247461
"BXD","BxD90","7",53553151,53612318
"BXD","BxD90","7",90893891,91043304
"BXD","BxD90","7",118882452,118925367
"BXD","BxD90","7",127394843,136179207
"BXD","BxD90","7",141188626,141331879
"BXD","BxD90","9",25029974,29748080
"BXD","BxD90","9",105573231,105602343
"BXD","BxD90","9",106603531,107541580
"BXD","BxD90","X",105728043,110823383
"BXD","BxD90","X",137616462,147904666
"BXD","BXD91","1",14899116,15139342
"BXD","BXD91","1",18158835,18498563
"BXD","BXD91","1",46953643,46965039
"BXD","BXD91","1",130439905,130442880
"BXD","BXD91","1",151835833,151891216
"BXD","BXD91","1",172465415,172970024
"BXD","BXD91","10",32977672,35917845
"BXD","BXD91","10",97112188,101577653
"BXD","BXD91","11",28779367,28796878
"BXD","BXD91","11",63114485,64552416
"BXD","BXD91","11",76848179,81992100
"BXD","BXD91","11",90649015,94499649
"BXD","BXD91","11",98133255,98168389
"BXD","BXD91","11",107795240,107804721
"BXD","BXD91","11",116889359,117023348
"BXD","BXD91","12",54608158,55695069
"BXD","BXD91","12",59985753,60142024
"BXD","BXD91","12",66150760,68502693
"BXD","BXD91","12",89982953,91408394
"BXD","BXD91","12",99208163,100767827
"BXD","BXD91","13",73158074,75912685
"BXD","BXD91","13",96335714,96337495
"BXD","BXD91","13",110400258,110406925
"BXD","BXD91","14",24379039,31800378
"BXD","BXD91","14",49523890,49530834
"BXD","BXD91","14",100245280,100281950
"BXD","BXD91","15",14214284,14250573
"BXD","BXD91","15",29793504,31323251
"BXD","BXD91","16",8238390,8469238
"BXD","BXD91","16",10789798,10816659
"BXD","BXD91","16",44664043,45032050
"BXD","BXD91","16",45814480,46432969
"BXD","BXD91","16",66898485,67067125
"BXD","BXD91","16",91121467,91147186
"BXD","BXD91","16",95751363,96575317
"BXD","BXD91","17",53135964,53491590
"BXD","BXD91","17",76240730,76281801
"BXD","BXD91","17",91160353,91166341
"BXD","BXD91","18",13990241,15408256
"BXD","BXD91","18",24043343,24320392
"BXD","BXD91","18",32036745,32127073
"BXD","BXD91","18",57409097,57419201
"BXD","BXD91","18",58412840,58430923
"BXD","BXD91","18",84781175,85605276
"BXD","BXD91","19",36212533,36507329
"BXD","BXD91","19",36811746,36839210
"BXD","BXD91","19",54744268,54850135
"BXD","BXD91","2",59064472,60152327
"BXD","BXD91","2",68682798,69141259
"BXD","BXD91","2",165528842,165576578
"BXD","BXD91","2",170233415,170729276
"BXD","BXD91","2",173688162,178310390
"BXD","BXD91","3",20925490,21250740
"BXD","BXD91","3",101914953,104862463
"BXD","BXD91","3",109561201,109917777
"BXD","BXD91","3",115465279,115498875
"BXD","BXD91","3",151882541,153857806
"BXD","BXD91","3",154390759,154400862
"BXD","BXD91","4",3591811,3623302
"BXD","BXD91","4",56199522,56211616
"BXD","BXD91","4",126389526,126411494
"BXD","BXD91","5",25356858,27611827
"BXD","BXD91","5",65123554,65144496
"BXD","BXD91","5",93159213,93184602
"BXD","BXD91","5",107422627,107444905
"BXD","BXD91","5",145121615,145157869
"BXD","BXD91","6",18349978,23192012
"BXD","BXD91","6",38804827,40029336
"BXD","BXD91","6",48759036,48872488
"BXD","BXD91","6",143881209,143980401
"BXD","BXD91","6",146755036,147609174
"BXD","BXD91","7",17197940,17277707
"BXD","BXD91","7",36450479,36465826
"BXD","BXD91","7",85869140,85974755
"BXD","BXD91","7",127394843,136179207
"BXD","BXD91","8",11279406,14481189
"BXD","BXD91","8",46649264,58244117
"BXD","BXD91","8",89677635,89839513
"BXD","BXD91","8",98301764,98449051
"BXD","BXD91","8",111930214,111940577
"BXD","BXD91","8",120161892,120904595
"BXD","BXD91","9",51266535,51289441
"BXD","BXD91","9",92418563,92419638
"BXD","BXD91","9",94781579,94805165
"BXD","BXD91","9",111787603,111842425
"BXD","BXD91","X",50280759,50380223
"BXD","BXD91","X",130040294,130138455
"BXD","BxD92","1",25588284,25669735
"BXD","BxD92","1",39319108,40923738
"BXD","BxD92","1",82636708,87687979
"BXD","BxD92","1",170082270,172465413
"BXD","BxD92","1",178135394,180775868
"BXD","BxD92","10",46609117,56034585
"BXD","BxD92","10",78478603,81520273
"BXD","BxD92","11",59059452,61138928
"BXD","BxD92","11",63114485,64552416
"BXD","BxD92","11",103276928,103474312
"BXD","BxD92","11",107795240,107804721
"BXD","BxD92","11",109280149,111022476
"BXD","BxD92","12",12608673,12635234
"BXD","BxD92","12",31940483,34890142
"BXD","BxD92","12",35675475,35704642
"BXD","BxD92","12",41497935,41520700
"BXD","BxD92","12",43332072,43700515
"BXD","BxD92","12",99208163,100767827
"BXD","BxD92","12",104111618,104216423
"BXD","BxD92","13",27129020,30551797
"BXD","BxD92","13",51786792,52833952
"BXD","BxD92","13",83917882,84118149
"BXD","BxD92","13",106904523,106966289
"BXD","BxD92","13",111135611,111213586
"BXD","BxD92","13",116556768,116663478
"BXD","BxD92","15",85850337,85893619
"BXD","BxD92","15",89297853,89383181
"BXD","BxD92","16",15522963,19883171
"BXD","BxD92","16",21678474,23676895
"BXD","BxD92","16",36614226,37425937
"BXD","BxD92","16",39600923,39620423
"BXD","BxD92","16",60978162,61403132
"BXD","BxD92","17",23003495,23009526
"BXD","BxD92","17",78930334,79316923
"BXD","BxD92","18",24043343,24320392
"BXD","BxD92","18",73257443,73635022
"BXD","BxD92","19",8614034,8755893
"BXD","BxD92","19",30902736,32123866
"BXD","BxD92","19",46625429,46656999
"BXD","BxD92","19",48973583,49557685
"BXD","BxD92","19",54302475,54388126
"BXD","BxD92","19",58205751,58240782
"BXD","BxD92","2",44198423,44334979
"BXD","BxD92","2",58343103,59064470
"BXD","BxD92","2",64622398,64676654
"BXD","BxD92","2",97943610,98077435
"BXD","BxD92","2",173688162,178310390
"BXD","BxD92","3",54694418,54746318
"BXD","BxD92","3",57243326,57286333
"BXD","BxD92","3",75847124,75863403
"BXD","BxD92","3",144262529,144337964
"BXD","BxD92","3",151045566,151070023
"BXD","BxD92","3",151239199,151882539
"BXD","BxD92","4",84095800,84174342
"BXD","BxD92","4",84434008,84602486
"BXD","BxD92","4",104257943,104921312
"BXD","BxD92","4",119911261,119930528
"BXD","BxD92","4",120696518,120717006
"BXD","BxD92","4",152788270,153308077
"BXD","BxD92","5",18648052,20532161
"BXD","BxD92","5",23810469,23826177
"BXD","BxD92","5",52731526,52883319
"BXD","BxD92","5",55195252,55230119
"BXD","BxD92","5",90763488,90833887
"BXD","BxD92","5",139209618,139818451
"BXD","BxD92","6",48759036,48872488
"BXD","BxD92","6",91416860,91743988
"BXD","BxD92","6",99023850,100098188
"BXD","BxD92","6",125515889,125873144
"BXD","BxD92","6",139667339,139678393
"BXD","BxD92","6",148769565,149016661
"BXD","BxD92","7",25192420,26362930
"BXD","BxD92","7",38708932,47149765
"BXD","BxD92","7",53553151,53612318
"BXD","BxD92","7",114418518,114437487
"BXD","BxD92","7",127394843,136179207
"BXD","BxD92","8",11279406,14481189
"BXD","BxD92","8",91458333,91488507
"BXD","BxD92","8",100277448,100339295
"BXD","BxD92","9",69893869,69971438
"BXD","BxD92","X",12248682,36252885
"BXD","BxD92","X",45998839,46584800
"BXD","BxD92","X",137616462,147904666
"BXD","BXD93","1",22837644,23152978
"BXD","BXD93","1",25588284,25669735
"BXD","BXD93","1",62772420,62838160
"BXD","BXD93","1",68009322,68031811
"BXD","BXD93","1",94241068,94252429
"BXD","BXD93","1",182244470,182333522
"BXD","BXD93","1",192944629,193121453
"BXD","BXD93","10",108194132,109853750
"BXD","BXD93","10",120856131,120883230
"BXD","BXD93","11",14971670,16853389
"BXD","BXD93","11",36551308,36595769
"BXD","BXD93","11",48065800,50214873
"BXD","BXD93","11",50357822,50401129
"BXD","BXD93","11",102665284,102705722
"BXD","BXD93","11",111022478,114517095
"BXD","BXD93","12",12608673,12635234
"BXD","BXD93","12",35724332,35748604
"BXD","BXD93","12",39523267,39657106
"BXD","BXD93","12",97343223,99154244
"BXD","BXD93","12",110150467,110327669
"BXD","BXD93","13",42834309,44580488
"BXD","BXD93","13",45365429,45370896
"BXD","BXD93","13",73158074,75912685
"BXD","BXD93","13",116556768,116663478
"BXD","BXD93","14",24379039,31800378
"BXD","BXD93","14",117309113,117332860
"BXD","BXD93","15",7117981,11026880
"BXD","BXD93","15",13504712,13696039
"BXD","BXD93","15",26827287,26846362
"BXD","BXD93","15",33525942,37392167
"BXD","BXD93","15",45016290,45103193
"BXD","BXD93","15",49952400,50039249
"BXD","BXD93","15",55326291,62055347
"BXD","BXD93","15",62236927,62253497
"BXD","BXD93","15",74078673,77742987
"BXD","BXD93","15",82874791,82931729
"BXD","BXD93","15",91249542,91591004
"BXD","BXD93","16",29340271,31607998
"BXD","BXD93","16",94054465,95751361
"BXD","BXD93","17",67288765,67343395
"BXD","BXD93","17",91147889,91155833
"BXD","BXD93","18",57409097,57419201
"BXD","BXD93","18",58562655,65334618
"BXD","BXD93","18",73257443,73635022
"BXD","BXD93","18",82547161,84686236
"BXD","BXD93","18",85669004,85690783
"BXD","BXD93","18",85934475,85934815
"BXD","BXD93","19",14953285,14961764
"BXD","BXD93","19",22509596,22530893
"BXD","BXD93","19",30053912,30055666
"BXD","BXD93","19",30615818,30743565
"BXD","BXD93","19",42488914,42519909
"BXD","BXD93","19",52617496,52636795
"BXD","BXD93","19",54744268,54850135
"BXD","BXD93","19",60082384,60083081
"BXD","BXD93","2",35053517,35957195
"BXD","BXD93","2",79645586,79894367
"BXD","BXD93","2",158931866,159277409
"BXD","BXD93","3",27956523,28039469
"BXD","BXD93","3",33687342,33792218
"BXD","BXD93","3",50960940,52857203
"BXD","BXD93","3",81892145,82055130
"BXD","BXD93","3",84825889,84855121
"BXD","BXD93","3",92440244,92770752
"BXD","BXD93","3",137932823,137935002
"BXD","BXD93","3",148570613,148575394
"BXD","BXD93","3",151882541,153857806
"BXD","BXD93","3",156964877,157116111
"BXD","BXD93","4",6301849,6817090
"BXD","BXD93","4",13369212,16358031
"BXD","BXD93","4",21609730,22306517
"BXD","BXD93","4",32163290,32187428
"BXD","BXD93","4",46523496,46868137
"BXD","BXD93","4",102523626,103307510
"BXD","BXD93","4",121651873,122524386
"BXD","BXD93","5",18382111,18412513
"BXD","BXD93","5",104486088,104515279
"BXD","BXD93","5",116844224,116937740
"BXD","BXD93","5",128010274,128043247
"BXD","BXD93","5",128842311,130816391
"BXD","BXD93","5",131086545,132505748
"BXD","BXD93","5",133538655,136355064
"BXD","BXD93","5",139209618,139818451
"BXD","BXD93","5",143123216,143596276
"BXD","BXD93","6",116398019,116592589
"BXD","BXD93","7",17663578,17720997
"BXD","BXD93","7",25192420,26362930
"BXD","BXD93","7",38708932,47149765
"BXD","BXD93","7",56699013,56703606
"BXD","BXD93","7",127394843,136179207
"BXD","BXD93","9",65394050,65395474
"BXD","BXD93","9",103770830,103785528
"BXD","BXD93","X",12248682,36252885
"BXD","BXD93","X",51356440,54386969
"BXD","BXD93","X",137616462,147904666
"BXD","BXD93","X",150143068,158023554
"BXD","BxD94","1",14738014,14743472
"BXD","BxD94","1",18966157,19026892
"BXD","BxD94","1",39319108,40923738
"BXD","BxD94","1",43936502,44118222
"BXD","BxD94","1",71767304,72549852
"BXD","BxD94","1",76673740,78483337
